Manufacturer,Model,Year,Fuel Type,Body Type,Seating Capacity,Ground Clearance,Ground Clearance (range),Average Price (0-20k km),Average Price (20k-50k km),Average Price (50k-100k km),Average Price (100k+ km)
Toyota,land cruiser prado 150 tx,2009,Diesel,,,,,,,44000000.0,29200000.0
Toyota,land cruiser prado 150 tx 1,2015,Diesel,,,,,,,41000000.0,
Toyota,land cruiser prado 150 tx trj150,2015,Diesel,,,,,,,,44500000.0
Toyota,land cruiser prado 150 txl,2023,Petrol,,,,,54000000.0,,,
Toyota,land cruiser prado 150 vx,2017,Diesel,,,,,,,47500000.0,
Toyota,land cruiser prado 250,2025,Petrol,,,,,66050000.0,,,
Toyota,land cruiser prado 250,2024,Petrol,,,,,66050000.0,,,
Toyota,land cruiser prado 250 ed,2024,Diesel,,,,,79500000.0,,,
Toyota,land cruiser prado 250 edition,2025,Diesel,,,,,95000000.0,,,
Toyota,land cruiser prado 250 edition,2024,Petrol,,,,,66750000.0,,,
Toyota,land cruiser prado 250 edition ltd,2024,Petrol,,,,,68500000.0,,,
Toyota,land cruiser prado 250 vx,2025,Petrol,,,,,64321429.0,,,
Toyota,land cruiser prado 250 vx,2024,Petrol,,,,,64321429.0,,,
Toyota,land cruiser prado 250 vx edition,2024,Petrol,,,,,69000000.0,,,
Toyota,land cruiser prado 250 vx fully loaded,2024,Petrol,,,,,68500000.0,,,
Toyota,land cruiser prado 250 zx,2025,Diesel,,,,,82783333.0,,,
Toyota,land cruiser prado 250 zx,2024,Diesel,,,,,82783333.0,,,
Toyota,land cruiser prado 250 zx mdlsta,2025,Diesel,,,,,87500000.0,,,
Toyota,land cruiser prado 6 forward,2015,Petrol,,,,,,,43700000.0,
Toyota,land cruiser prado 6 speed,2015,Petrol,,,,,,,40000000.0,
Toyota,land cruiser prado 76 4.2 1hz,2014,Diesel,,,,,,,,48500000.0
Toyota,land cruiser prado black,2023,Petrol,,,,,49800000.0,,,
Toyota,land cruiser prado bronze mica metallic,2015,Diesel,,,,,,,,43000000.0
Toyota,land cruiser prado edition,2025,Petrol,,,,,68000000.0,,,
Toyota,land cruiser prado edition,2024,Diesel,,,,,82500000.0,,,
Toyota,land cruiser prado fully loaded,2015,Petrol,,,,,,,,39500000.0
Toyota,land cruiser prado g frontier,2016,Petrol,,,,,,,,38500000.0
Toyota,land cruiser prado g frontier low miles,2016,Petrol,,,,,,44500000.0,44500000.0,
Toyota,land cruiser prado invincible (tzg),2015,Diesel,,,,,,,,48000000.0
Toyota,land cruiser prado jeep,2014,Diesel,,,,,,,,42500000.0
Toyota,land cruiser prado landcruiser 250,2025,Petrol,,,,,64000000.0,,,
Toyota,land cruiser prado lc 250,2024,Petrol,,,,,63500000.0,,,
Toyota,land cruiser prado lc 250 edition,2024,Petrol,,,,,67000000.0,,,
Toyota,land cruiser prado lc 250 zx,2025,Diesel,,,,,87500000.0,,,
Toyota,land cruiser prado lc250 - vx,2024,Petrol,,,,,62800000.0,,,
Toyota,land cruiser prado lc250 d zx,2025,Diesel,,,,,88500000.0,,,
Toyota,land cruiser prado lc250 edition,2024,Petrol,,,,,67900000.0,,,
Toyota,land cruiser prado lc250 vx,2025,Petrol,,,,,65000000.0,,,
Toyota,land cruiser prado lc250 vx,2024,Petrol,,,,,65990000.0,,,
Toyota,land cruiser prado lc250 vx edition,2025,Petrol,,,,,65500000.0,,,
Toyota,land cruiser prado lc250 vx edition,2024,Petrol,,,,,67800000.0,,,
Toyota,land cruiser prado lc250 vx edition 1,2025,Petrol,,,,,65500000.0,,,
Toyota,land cruiser prado lc250 vx edition one,2025,Petrol,,,,,65850000.0,,,
Toyota,land cruiser prado lc300,2024,Diesel,,,,,107000000.0,,,
Toyota,land cruiser prado lc300,2023,Diesel,,,,,107000000.0,,,
Toyota,land cruiser prado lc5,2014,Diesel,,,,,,,40300000.0,42500000.0
Toyota,land cruiser prado lc5,2013,Diesel,,,,,,,40300000.0,42500000.0
Toyota,land cruiser prado lc70 double cab,2025,Diesel,,,,,36000000.0,,,
Toyota,land cruiser prado lowmileage fullspec,2014,Petrol,,,,,,,39900000.0,
Toyota,land cruiser prado trj 150,2023,Petrol,,,,,57500000.0,,,
Toyota,land cruiser prado trj 150,2010,Diesel,,,,,,,,29700000.0
Toyota,land cruiser prado trj 150 tx,2023,Petrol,,,,,57800000.0,57800000.0,42000000.0,
Toyota,land cruiser prado trj 150 tx,2015,Petrol,,,,,57800000.0,57800000.0,42000000.0,
Toyota,land cruiser prado trj 150 tx,2013,Petrol,,,,,57800000.0,57800000.0,42000000.0,
Toyota,land cruiser prado trj 250 vx,2024,Petrol,,,,,64500000.0,,,
Toyota,land cruiser prado trj lc250 vx edition,2024,Petrol,,,,,64500000.0,,,
Toyota,land cruiser prado trj150,2023,Petrol,,,,,52000000.0,,,
Toyota,land cruiser prado trj150 3l,2015,Diesel,,,,,,,,43750000.0
Toyota,land cruiser prado trj150 tx l,2023,Petrol,,,,,,56950000.0,,
Toyota,land cruiser prado trj150 tx limited,2023,Petrol,,,,,57890000.0,,,
Toyota,land cruiser prado trj150 tx limited un,2023,Petrol,,,,,56500000.0,,,
Toyota,land cruiser prado trj150 txl gr sport,2011,Petrol,,,,,,,,32500000.0
Toyota,land cruiser prado trj250,2024,Petrol,,,,,63233333.0,,,
Toyota,land cruiser prado trj250 vx limited,2024,Petrol,,,,,63500000.0,,,
Toyota,land cruiser prado tx,2023,Petrol,,,,,,51000000.0,,28990000.0
Toyota,land cruiser prado tx,2017,Petrol,,,,,,51000000.0,,28990000.0
Toyota,land cruiser prado tx,2015,Diesel,,,,,,,40900000.0,
Toyota,land cruiser prado tx,2014,Diesel,,,,,,,,38500000.0
Toyota,land cruiser prado tx,2011,Petrol,,,,,,51000000.0,,28990000.0
Toyota,land cruiser prado tx 150,2023,Petrol,,,,,62250000.0,,,
Toyota,land cruiser prado tx 150,2013,Diesel,,,,,,,,35000000.0
Toyota,land cruiser prado tx 3.0,2014,Diesel,,,,,,,,39500000.0
Toyota,land cruiser prado tx l package,2023,Petrol,,,,,,57550000.0,,
Toyota,land cruiser prado tx limited,2023,Petrol,,,,,56950000.0,,,
Toyota,land cruiser prado tx limited sound sys,2023,Petrol,,,,,58500000.0,,,
Toyota,land cruiser prado tx- fully loaded,2015,Petrol,,,,,,39500000.0,,
Toyota,land cruiser prado tx-150,2015,Petrol,,,,,,,,39000000.0
Toyota,land cruiser prado tx-l,2023,Petrol,,,,,57350000.0,37500000.0,48800000.0,39500000.0
Toyota,land cruiser prado tx-l,2018,Petrol,,,,,57350000.0,37500000.0,48800000.0,39500000.0
Toyota,land cruiser prado tx-l,2015,Petrol,,,,,57350000.0,37500000.0,48800000.0,39500000.0
Toyota,land cruiser prado tx-l,2014,Petrol,,,,,57350000.0,37500000.0,48800000.0,39500000.0
Toyota,land cruiser prado tx-limited,2023,Petrol,,,,,57200000.0,,,
Toyota,land cruiser prado tx.l,2023,Petrol,,,,,57250000.0,,,
Toyota,land cruiser prado tx150,2023,Petrol,,,,,56500000.0,,,
Toyota,land cruiser prado tx150,2014,Diesel,,,,,,,,37000000.0
Toyota,land cruiser prado txl,2023,Petrol,,,,,53300000.0,,,
Toyota,land cruiser prado txl fully loaded,2020,Petrol,,,,,57500000.0,,,
Toyota,land cruiser prado txl package,2023,Petrol,,,,,58500000.0,,,
Toyota,land cruiser prado tz-g,2018,Diesel,,,,,,,,49500000.0
Toyota,land cruiser prado tzg hieght cotrol,2017,Diesel,,,,,,,52450000.0,
Toyota,land cruiser prado v8,2011,Diesel,,,,,,,,48500000.0
Toyota,land cruiser prado v8 dies,2015,Diesel,,,,,,72900000.0,,
Toyota,land cruiser prado vx,2024,Petrol,,,,,63500000.0,,,
Toyota,land cruiser prado vx,2017,Diesel,,,,,,,,53500000.0
Toyota,land cruiser prado vx 3.0,2014,Diesel,,,,,,,,38900000.0
Toyota,land cruiser prado vx fullyloade,2017,Diesel,,,,,,,,59500000.0
Toyota,land cruiser prado vx modelista wheels,2025,Petrol,,,,,68000000.0,,,
Toyota,land cruiser prado vx250,2024,Petrol,,,,,60000000.0,,,
Toyota,land cruiser prado vzj120,2002,Petrol,,,,,,,,15650000.0
Toyota,land cruiser prado zx,2025,Petrol,,,,,110000000.0,,,
Toyota,land cruiser sahara,2017,Diesel,,,,,,71000000.0,58500000.0,59250000.0
Toyota,land cruiser sahara,2015,Diesel,,,,,,71000000.0,58500000.0,59250000.0
Toyota,land cruiser sahara,2013,Diesel,,,,,,71000000.0,58500000.0,59250000.0
Toyota,land cruiser sahara,2011,Diesel,,,,,,71000000.0,58500000.0,59250000.0
Toyota,land cruiser sahara,2000,Diesel,,,,,,71000000.0,58500000.0,59250000.0
Toyota,land cruiser sahara 202 v8 zx,2016,Petrol,,,,,,,62500000.0,
Toyota,land cruiser sahara 300 zx modelista,2024,Petrol,,,,,95000000.0,,,
Toyota,land cruiser sahara brand,2024,Diesel,,,,,132500000.0,,,
Toyota,land cruiser sahara cygnus v8,2006,Petrol,,,,,,,,27500000.0
Toyota,land cruiser sahara diesal,2016,Diesel,,,,,,,76500000.0,
Toyota,land cruiser sahara hzj76,2017,Diesel,,,,,67500000.0,,,
Toyota,land cruiser sahara hzj79,2018,Diesel,,,,,,,28850000.0,
Toyota,land cruiser sahara japanese spex zx,2024,Diesel,,,,,123000000.0,,,
Toyota,land cruiser sahara lc 300,2024,Petrol,,,,,100700000.0,,,
Toyota,land cruiser sahara lc 300 vx,2024,Petrol,,,,,99500000.0,,,
Toyota,land cruiser sahara lc 300 zx,2025,Diesel,,,,,132000000.0,,,
Toyota,land cruiser sahara lc 300 zx,2024,Petrol,,,,,101500000.0,,,
Toyota,land cruiser sahara lc200,2010,Diesel,,,,,,,,49500000.0
Toyota,land cruiser sahara lc300,2025,Petrol,,,,,106200000.0,,,
Toyota,land cruiser sahara lc300,2024,Diesel,,,,,119750000.0,,,
Toyota,land cruiser sahara lc300 d,2025,Diesel,,,,,130000000.0,,,
Toyota,land cruiser sahara lc300 limited,2024,Petrol,,,,,101500000.0,,,
Toyota,land cruiser sahara lc300 modelista,2025,Petrol,,,,,96500000.0,,,
Toyota,land cruiser sahara lc300 modelista zx,2025,Petrol,,,,,96500000.0,,,
Toyota,land cruiser sahara lc300 p,2025,Petrol,,,,,120000000.0,,,
Toyota,land cruiser sahara lc300 v6 zx,2025,Petrol,,,,,94500000.0,,,
Toyota,land cruiser sahara lc300 vx,2024,Diesel,,,,,115000000.0,,,
Toyota,land cruiser sahara lc300 zx,2025,Petrol,,,,,99798000.0,,,
Toyota,land cruiser sahara lc300 zx,2024,Petrol,,,,,99798000.0,,,
Toyota,land cruiser sahara lc300 zx modelista,2025,Petrol,,,,,96500000.0,,,
Toyota,land cruiser sahara lc300 zx modelista,2024,Petrol,,,,,100000000.0,,,
Toyota,land cruiser sahara lc300 zx modellista,2023,Petrol,,,,,99000000.0,,,
Toyota,land cruiser sahara lc300 zx v6,2025,Petrol,,,,,105000000.0,,,
Toyota,land cruiser sahara lc300 zx v6 highest,2024,Diesel,,,,,113000000.0,,,
Toyota,land cruiser sahara lj-79 chogm 4.2 l,2014,Diesel,,,,,,,,40500000.0
Toyota,land cruiser sahara parliament model,2011,Diesel,,,,,,,52500000.0,
Toyota,land cruiser sahara parliament permit,2011,Diesel,,,,,,,,52500000.0
Toyota,land cruiser sahara v6 - zx lc 300,2025,Petrol,,,,,112500000.0,,,
Toyota,land cruiser sahara v6 7 seats bn,2025,Diesel,,,,,114833333.0,,,
Toyota,land cruiser sahara v6 7 seats bn,2024,Diesel,,,,,114833333.0,,,
Toyota,land cruiser sahara v6 brand,2025,Diesel,,,,,129500000.0,,,
Toyota,land cruiser sahara v8,2017,Petrol,,,,,,56500000.0,53650000.0,
Toyota,land cruiser sahara v8,2016,Diesel,,,,,,,,58666667.0
Toyota,land cruiser sahara v8,2015,Diesel,,,,,,,,58666667.0
Toyota,land cruiser sahara v8,2013,Diesel,,,,,,,,58666667.0
Toyota,land cruiser sahara v8,2012,Petrol,,,,,,56500000.0,53650000.0,
Toyota,land cruiser sahara v8,2008,Petrol,,,,,,56500000.0,53650000.0,
Toyota,land cruiser sahara v8 - vx,2016,Diesel,,,,,,,74000000.0,74000000.0
Toyota,land cruiser sahara v8 cygnus,2007,Petrol,,,,,,,,24000000.0
Toyota,land cruiser sahara v8 cygnus,2003,Petrol,,,,,,,,18950000.0
Toyota,land cruiser sahara v8 lc300 face lifted,2015,Petrol,,,,,,,,59500000.0
Toyota,land cruiser sahara v8 mp,2015,Diesel,,,,,,,63500000.0,
Toyota,land cruiser sahara v8 parliament,2016,Diesel,,,,,,,,75000000.0
Toyota,land cruiser sahara v8 vx,2017,Diesel,,,,,,,89500000.0,
Toyota,land cruiser sahara v8 vxr sunroof,2010,Petrol,,,,,,,,42500000.0
Toyota,land cruiser sahara v8 zx,2016,Petrol,,,,,,,,74000000.0
Toyota,land cruiser sahara vja300 zx,2023,Petrol,,,,,96500000.0,,,
Toyota,land cruiser sahara vx v8,2017,Diesel,,,,,,,,67857143.0
Toyota,land cruiser sahara vx v8,2016,Diesel,,,,,,,,67857143.0
Toyota,land cruiser sahara vx v8,2014,Diesel,,,,,,,,67857143.0
Toyota,land cruiser sahara vx v8,2013,Diesel,,,,,,,,67857143.0
Toyota,land cruiser sahara vx v8,2011,Diesel,,,,,,,,67857143.0
Toyota,land cruiser sahara vx v8 7seater,2017,Diesel,,,,,,,,62500000.0
Toyota,land cruiser sahara vx v8 highest,2019,Diesel,,,,,,,93000000.0,
Toyota,land cruiser sahara vx v8 sunroof,2014,Diesel,,,,,,63500000.0,,
Toyota,land cruiser sahara zx,2025,Petrol,,,,,99500000.0,,,
Toyota,land cruiser sahara zx,2024,Petrol,,,,,92625000.0,,,
Toyota,land cruiser sahara zx fja 300,2024,Diesel,,,,,117500000.0,,,
Toyota,land cruiser sahara zx lc 300,2024,Petrol,,,,,98500000.0,,,
Toyota,land cruiser sahara zx lc300,2025,Petrol,,,,,78833333.0,,,
Toyota,land cruiser sahara zx limited v6,2024,Petrol,,,,,102450000.0,,,
Toyota,land cruiser sahara zx v6- highest,2025,Diesel,,,,,118000000.0,,,
Toyota,land cruiser sahara zx v8,2009,Petrol,,,,,,,,39000000.0
Toyota,land cruiser v8,2015,Diesel,,,,,,,,59000000.0
Toyota,mark fullyloaded,2003,Petrol,,,,,,,,6990000.0
Toyota,mark x,2011,Petrol,,,,,,,,12000000.0
Toyota,mark x,2007,Petrol,,,,,,,,12000000.0
Toyota,passo,2023,Petrol,,,,,,8975000.0,7650000.0,5865000.0
Toyota,passo,2018,Petrol,,,,,,8975000.0,7650000.0,5865000.0
Toyota,passo,2017,Petrol,,,,,,8975000.0,7650000.0,5865000.0
Toyota,passo,2010,Petrol,,,,,,8975000.0,7650000.0,5865000.0
Toyota,passo,2009,Petrol,,,,,,8975000.0,7650000.0,5865000.0
Toyota,passo,2008,Petrol,,,,,,8975000.0,7650000.0,5865000.0
Toyota,passo,2005,Petrol,,,,,,8975000.0,7650000.0,5865000.0
Toyota,passo moda safety,2023,Petrol,,,,,9375000.0,,,
Toyota,passo mooda,2016,Petrol,,,,,,,8680000.0,
Toyota,passo rs moda,2023,Petrol,,,,,12250000.0,,,
Toyota,passo safety,2023,Petrol,,,,,8990000.0,,7850000.0,
Toyota,passo safety,2016,Petrol,,,,,8990000.0,,7850000.0,
Toyota,passo safety beige package,2023,Petrol,,,,,8975000.0,,,
Toyota,passo x,2023,Petrol,,,,,9500000.0,,,
Toyota,passo x grade,2023,Petrol,,,,,,8675000.0,,
Toyota,passo x l package,2023,Petrol,,,,,9850000.0,,,
Toyota,passo x limited,2023,Petrol,,,,,9500000.0,,,
Toyota,passo xl,2023,Petrol,,,,,9200000.0,,,
Toyota,passo xl edition,2023,Petrol,,,,,8975000.0,,,
Toyota,passo xl package,2023,Petrol,,,,,8975000.0,,,
Toyota,passo xl package,2022,Petrol,,,,,9700000.0,,,
Toyota,pixis,2023,Petrol,,,,,8750000.0,6595000.0,,
Toyota,pixis,2017,Petrol,,,,,8750000.0,6595000.0,,
Toyota,pixis,2016,Petrol,,,,,8750000.0,6595000.0,,
Toyota,pixis epoch,2015,Petrol,,,,,,,6360000.0,
Toyota,pixis l grade,2023,Petrol,,,,,7400000.0,,,
Toyota,pixis mira alto,2015,Petrol,,,,,,,6290000.0,
Toyota,premio,2019,Petrol,,,,,,15250000.0,17450000.0,12578182.0
Toyota,premio,2018,Petrol,,,,,,15250000.0,17450000.0,12578182.0
Toyota,premio,2017,Petrol,,,,,,15250000.0,17450000.0,12578182.0
Toyota,premio,2016,Petrol,,,,,,15250000.0,17450000.0,12578182.0
Toyota,premio,2013,Petrol,,,,,,15250000.0,17450000.0,12578182.0
Toyota,premio,2011,Petrol,,,,,,15250000.0,17450000.0,12578182.0
Toyota,premio,2010,Petrol,,,,,,15250000.0,17450000.0,12578182.0
Toyota,premio,2002,Petrol,,,,,,15250000.0,17450000.0,12578182.0
Toyota,premio 2019-2020,2019,Petrol,,,,,,20500000.0,,
Toyota,premio 240,2002,Petrol,,,,,,,,7400000.0
Toyota,premio 240 g annywasary,2006,Petrol,,,,,,,,8575000.0
Toyota,premio 260,2013,Petrol,,,,,,,,12850000.0
Toyota,premio 260 g superior cbk,2020,Petrol,,,,,,,17750000.0,
Toyota,premio 4way camera,2019,Petrol,,,,,,,19290000.0,
Toyota,premio g superior,2020,Petrol,,,,,22500000.0,18500000.0,17723333.0,13687632.0
Toyota,premio g superior,2019,Petrol,,,,,22500000.0,18500000.0,17723333.0,13687632.0
Toyota,premio g superior,2018,Petrol,,,,,22500000.0,18500000.0,17723333.0,13687632.0
Toyota,premio g superior,2017,Petrol,,,,,,,14050000.0,14397500.0
Toyota,premio g superior,2016,Petrol,,,,,22500000.0,18500000.0,17723333.0,13687632.0
Toyota,premio g superior,2015,Petrol,,,,,22500000.0,18500000.0,17723333.0,13687632.0
Toyota,premio g superior,2014,Petrol,,,,,,,14050000.0,14397500.0
Toyota,premio g superior,2013,Petrol,,,,,22500000.0,18500000.0,17723333.0,13687632.0
Toyota,premio g superior,2011,Petrol,,,,,22500000.0,18500000.0,17723333.0,13687632.0
Toyota,premio g superior,2010,Petrol,,,,,,,14050000.0,14397500.0
Toyota,premio g superior premium,2014,Petrol,,,,,,,11111111.0,
Toyota,premio nzt260 g superior,2013,Petrol,,,,,,,,13750000.0
Toyota,premio superior g,2017,Petrol,,,,,,,16250000.0,
Toyota,premio superior grade,2017,Petrol,,,,,,,,16100000.0
Toyota,prius,2025,Hybrid,,,,,26900000.0,,12535000.0,10337727.0
Toyota,prius,2024,Hybrid,,,,,26900000.0,,12535000.0,10337727.0
Toyota,prius,2016,Petrol,,,,,,,,10278571.0
Toyota,prius,2014,Hybrid,,,,,26900000.0,,12535000.0,10337727.0
Toyota,prius,2013,Petrol,,,,,,,,10278571.0
Toyota,prius,2012,Petrol,,,,,,,,10278571.0
Toyota,prius,2011,Hybrid,,,,,26900000.0,,12535000.0,10337727.0
Toyota,prius,2010,Petrol,,,,,,,,10278571.0
Toyota,prius,2009,Petrol,,,,,,,,10278571.0
Toyota,prius,2008,Petrol,,,,,,,,10278571.0
Toyota,prius 2000cc z grade,2024,Hybrid,,,,,,33900000.0,,
Toyota,prius 2nd gen anniversary,2008,Hybrid,,,,,,,,7300000.0
Toyota,prius 2nd generation,2011,Hybrid,,,,,,,,7275000.0
Toyota,prius 2nd generation,2008,Hybrid,,,,,,,,7275000.0
Toyota,prius 3rd gen,2014,Hybrid,,,,,,,,10966667.0
Toyota,prius 3rd gen,2011,Hybrid,,,,,,,,10966667.0
Toyota,prius 3rd gen,2009,Hybrid,,,,,,,,10966667.0
Toyota,prius 3rd gen s touring,2011,Hybrid,,,,,,,,11000000.0
Toyota,prius 3rd generation,2014,Hybrid,,,,,12250000.0,,,10300000.0
Toyota,prius 3rd generation,2012,Hybrid,,,,,,,11290000.0,
Toyota,prius 3rd generation,2011,Hybrid,,,,,12250000.0,,,10300000.0
Toyota,prius 3rd generation,2010,Hybrid,,,,,12250000.0,,,10300000.0
Toyota,prius 4th gen,2016,Hybrid,,,,,,,15600000.0,
Toyota,prius 4th generation,2017,Hybrid,,,,,,,,16500000.0
Toyota,prius anniversary,2008,Petrol,,,,,,,,6995000.0
Toyota,prius g sport,2013,Hybrid,,,,,,,,12700000.0
Toyota,prius s,2014,Hybrid,,,,,,,,10725000.0
Toyota,prius s,2013,Petrol,,,,,,,,12000000.0
Toyota,prius s,2011,Hybrid,,,,,,,,10725000.0
Toyota,prius s gen 3,2013,Hybrid,,,,,,,,14000000.0
Toyota,prius s grade,2014,Hybrid,,,,,,,11650000.0,10650000.0
Toyota,prius s grade,2013,Hybrid,,,,,,,11650000.0,10650000.0
Toyota,prius s grade,2011,Hybrid,,,,,,,11650000.0,10650000.0
Toyota,prius s led,2012,Hybrid,,,,,,,,10950000.0
Toyota,prius s limited,2011,Hybrid,,,,,,,,10350000.0
Toyota,prius s tour,2009,Hybrid,,,,,,,,9500000.0
Toyota,prius s touring,2013,Hybrid,,,,,,,11500000.0,12675000.0
Toyota,prius s touring,2012,Hybrid,,,,,,,11500000.0,12675000.0
Toyota,prius s touring limited,2011,Hybrid,,,,,,,,10250000.0
Toyota,prius safety sense,2016,Hybrid,,,,,,,,14800000.0
Toyota,prius u,2025,Hybrid,,,,,24000000.0,,,
Toyota,prius u,2023,Hybrid,,,,,24000000.0,,,
Toyota,prius x,2023,Hybrid,,,,,23000000.0,,,
Toyota,prius z,2025,Hybrid,,,,,33700000.0,,,
Toyota,prius zvw 51,2016,Hybrid,,,,,,,,15300000.0
Toyota,prius zw30,2014,Hybrid,,,,,,,,13000000.0
Toyota,"ractis ( ist ,vitz )",2007,Petrol,,,,,,,,6895000.0
Toyota,raize,2025,Petrol,,,,,12509286.0,13800000.0,11600000.0,
Toyota,raize,2024,Petrol,,,,,12509286.0,13800000.0,11600000.0,
Toyota,raize,2023,Petrol,,,,,12509286.0,13800000.0,11600000.0,
Toyota,raize,2022,Petrol,,,,,12509286.0,13800000.0,11600000.0,
Toyota,raize,2020,Petrol,,,,,12509286.0,13800000.0,11600000.0,
Toyota,raize - subaru rex,2023,Petrol,,,,,13850000.0,,,
Toyota,raize 1.2,2025,Hybrid,,,,,16000000.0,,,
Toyota,raize 1.2,2023,Hybrid,,,,,16000000.0,,,
Toyota,raize 1.2 apple car,2025,Hybrid,,,,,16800000.0,,,
Toyota,raize 1.2 applecar,2023,Hybrid,,,,,,14550000.0,14550000.0,
Toyota,raize 1.2 l z grade,2023,Petrol,,,,,15250000.0,,,
Toyota,raize 1.2 modelista,2025,Hybrid,,,,,17300000.0,,,
Toyota,raize 1.2l non pure,2023,Petrol,,,,,13795000.0,,,
Toyota,raize 1.2l z,2024,Hybrid,,,,,15800000.0,,,
Toyota,raize 1.2l z grade,2024,Petrol,,,,,14880000.0,,,
Toyota,raize 1000cc z grade,2024,Petrol,,,,,14290000.0,,,
Toyota,raize 1200 cc,2024,Hybrid,,,,,15950000.0,,,
Toyota,raize 1200 cc 4-way,2025,Hybrid,,,,,16200000.0,,,
Toyota,raize 1200 cc fully,2024,Petrol,,,,,15200000.0,,,
Toyota,raize 1200c z ew,2024,Hybrid,,,,,16500000.0,,,
Toyota,raize 1200cc,2024,Petrol,,,,,14750000.0,,,
Toyota,raize 1200cc,2023,Petrol,,,,,13266667.0,13833333.0,,
Toyota,raize 1200cc,2022,Hybrid,,,,,14550000.0,,,
Toyota,raize 1200cc 2,2025,Hybrid,,,,,16100000.0,,,
Toyota,raize 1200cc 4way,2022,Petrol,,,,,13950000.0,,,
Toyota,raize 1200cc z,2024,Hybrid,,,,,16850000.0,,,
Toyota,raize 1200cc z grade,2023,Petrol,,,,,14650000.0,,,
Toyota,raize 1200cc z pkg 04way,2024,Hybrid,,,,,16500000.0,,,
Toyota,raize 1200cc z pkg 4way,2025,Hybrid,,,,,16200000.0,,,
Toyota,raize 2024-z grade,2024,Petrol,,,,,14900000.0,,,
Toyota,raize black top,2021,Petrol,,,,,13000000.0,,,
Toyota,raize black top z japan,2024,Petrol,,,,,14890000.0,,,
Toyota,raize brand,2025,Hybrid,,,,,16290000.0,,,
Toyota,raize direct import,2024,Petrol,,,,,11000000.0,,,
Toyota,raize g,2024,Petrol,,,,,13875000.0,12375000.0,,
Toyota,raize g,2023,Petrol,,,,,13875000.0,12375000.0,,
Toyota,raize g 1.2,2022,Petrol,,,,,,13600000.0,,
Toyota,raize g grade,2024,Petrol,,,,,14200000.0,14000000.0,,
Toyota,raize g grade,2023,Petrol,,,,,14200000.0,14000000.0,,
Toyota,raize g grade 1.2l,2024,Hybrid,,,,,15800000.0,,,
Toyota,raize g grade 1.2l,2023,Petrol,,,,,14490000.0,,,
Toyota,raize g grade 1200cc,2022,Petrol,,,,,12950000.0,12950000.0,,
Toyota,raize g grade non,2023,Petrol,,,,,14200000.0,,,
Toyota,raize g grade un/re,2022,Petrol,,,,,,13500000.0,,
Toyota,raize g grade unregister,2022,Hybrid,,,,,,13900000.0,,
Toyota,raize g gread,2024,Petrol,,,,,13600000.0,,,
Toyota,raize g limited,2023,Petrol,,,,,,14395000.0,,
Toyota,raize modellista,2025,Hybrid,,,,,17375000.0,,,
Toyota,raize rize 1200cc,2023,Petrol,,,,,16300000.0,,,
Toyota,raize rocky 4way camera,2023,Petrol,,,,,,12550000.0,,
Toyota,raize rocky z,2023,Hybrid,,,,,14950000.0,14950000.0,,
Toyota,raize rs modified,2024,Hybrid,,,,,16500000.0,,,
Toyota,raize x grade,2024,Petrol,,,,,12990000.0,,,
Toyota,raize x grade,2023,Petrol,,,,,12990000.0,,,
Toyota,raize x safety 1.2,2023,Petrol,,,,,14850000.0,,,
Toyota,raize x safety package,2024,Petrol,,,,,13600000.0,,,
Toyota,raize z,2025,Petrol,,,,,15166667.0,13900000.0,,
Toyota,raize z,2024,Petrol,,,,,15166667.0,13900000.0,,
Toyota,raize z,2023,Petrol,,,,,15166667.0,13900000.0,,
Toyota,raize z,2022,Hybrid,,,,,16065556.0,15000000.0,,
Toyota,raize z - apple car,2025,Hybrid,,,,,17050000.0,,,
Toyota,raize z - grade apple car,2025,Hybrid,,,,,16800000.0,,,
Toyota,raize z /,2025,Hybrid,,,,,15850000.0,,,
Toyota,raize z 1.0l,2020,Petrol,,,,,,12300000.0,,
Toyota,raize z 1.2 modellista,2023,Petrol,,,,,,16250000.0,,
Toyota,raize z 1.2cc,2025,Hybrid,,,,,16312500.0,,,
Toyota,raize z 1.2cc,2024,Hybrid,,,,,16312500.0,,,
Toyota,raize z 1.2l,2024,Petrol,,,,,14900000.0,,,
Toyota,raize z 1.2l 4way c,2024,Petrol,,,,,14250000.0,,,
Toyota,raize z 1.2l bodykit,2023,Petrol,,,,,15300000.0,,,
Toyota,raize z 1000cc,2023,Petrol,,,,,,13190000.0,,
Toyota,raize z 1000cc 4wd,2023,Petrol,,,,,13550000.0,,,
Toyota,raize z 1200 cc,2024,Hybrid,,,,,15500000.0,,,
Toyota,raize z 1200cc,2025,Hybrid,,,,,16450000.0,,,
Toyota,raize z 1200cc,2024,Petrol,,,,,15187500.0,,,
Toyota,raize z 1200cc,2023,Petrol,,,,,15187500.0,,,
Toyota,raize z 1200cc 2wd,2024,Petrol,,,,,,14790000.0,,
Toyota,raize z 4 way camera,2023,Petrol,,,,,14750000.0,,,
Toyota,raize z 4way,2025,Hybrid,,,,,16850000.0,,,
Toyota,raize z 4way cam,2025,Hybrid,,,,,16300000.0,,,
Toyota,raize z apple car play,2020,Petrol,,,,,,12375000.0,11975000.0,
Toyota,raize z apple play,2025,Hybrid,,,,,16750000.0,,,
Toyota,raize z black top,2025,Hybrid,,,,,16595000.0,,,
